video_id,window_start_frame,window_start_sec,score,rank_in_video,feature_set,target_steps,source_split
00121_H_A_N_C5,234,3.9040000438690186,0.5810769200325012,10,kp7,40,val
00121_H_A_N_C5,204,3.4030001163482666,0.5733351707458496,11,kp7,40,val
00121_H_A_N_C5,246,4.104000091552734,0.5519230365753174,12,kp7,40,val
00121_H_A_N_C5,198,3.302999973297119,0.5475823283195496,13,kp7,40,val
00121_H_A_N_C5,240,4.004000186920166,0.5471151471138,14,kp7,40,val
00121_H_A_N_C5,192,3.203000068664551,0.5329530239105225,15,kp7,40,val
00121_H_A_N_C5,282,4.704999923706055,0.5252406597137451,16,kp7,40,val
00121_H_A_N_C5,186,3.1029999256134033,0.5174039006233215,17,kp7,40,val
00121_H_A_N_C5,288,4.804999828338623,0.4761091470718384,18,kp7,40,val
00121_H_A_N_C5,180,3.003000020980835,0.47381919622421265,19,kp7,40,val
00121_H_A_N_C5,294,4.90500020980835,0.40366873145103455,20,kp7,40,val
00160_H_A_N_C7,222,3.7039999961853027,0.9474475979804993,1,kp7,40,val
00160_H_A_N_C7,216,3.6040000915527344,0.9379759430885315,2,kp7,40,val
00160_H_A_N_C7,228,3.803999900817871,0.9362274408340454,3,kp7,40,val
00160_H_A_N_C7,306,5.105000019073486,0.9316975474357605,4,kp7,40,val
00160_H_A_N_C7,300,5.005000114440918,0.9315095543861389,5,kp7,40,val
00160_H_A_N_C7,282,4.704999923706055,0.9310545921325684,6,kp7,40,val
00160_H_A_N_C7,312,5.204999923706055,0.930557370185852,7,kp7,40,val
00160_H_A_N_C7,288,4.804999828338623,0.9294149875640869,8,kp7,40,val
00160_H_A_N_C7,276,4.605000019073486,0.9293553829193115,9,kp7,40,val
00160_H_A_N_C7,294,4.90500020980835,0.9290115237236023,10,kp7,40,val
00160_H_A_N_C7,270,4.505000114440918,0.9241673350334167,11,kp7,40,val
00160_H_A_N_C7,264,4.4039998054504395,0.9188916683197021,12,kp7,40,val
00160_H_A_N_C7,318,5.304999828338623,0.9155051708221436,13,kp7,40,val
00160_H_A_N_C7,234,3.9040000438690186,0.9149434566497803,14,kp7,40,val
00160_H_A_N_C7,258,4.303999900817871,0.9078493714332581,15,kp7,40,val
00160_H_A_N_C7,210,3.503999948501587,0.9071709513664246,16,kp7,40,val
00160_H_A_N_C7,252,4.203999996185303,0.8943650722503662,17,kp7,40,val
00160_H_A_N_C7,246,4.104000091552734,0.8843167424201965,18,kp7,40,val
00160_H_A_N_C7,324,5.40500020980835,0.8841944336891174,19,kp7,40,val
00160_H_A_N_C7,240,4.004000186920166,0.8586843013763428,20,kp7,40,val
00160_H_A_N_C7,330,5.50600004196167,0.8146678805351257,21,kp7,40,val
00160_H_A_N_C7,204,3.4030001163482666,0.7740310430526733,22,kp7,40,val
00160_H_A_N_C7,336,5.605999946594238,0.6896371245384216,23,kp7,40,val
00160_H_A_N_C7,198,3.302999973297119,0.5690906047821045,24,kp7,40,val
00160_H_A_N_C7,342,5.705999851226807,0.5370128750801086,25,kp7,40,val
00160_H_A_N_C7,192,3.203000068664551,0.4667587876319885,26,kp7,40,val
00160_H_A_N_C7,348,5.806000232696533,0.4397757053375244,27,kp7,40,val
00160_H_A_N_C7,186,3.1029999256134033,0.4352085590362549,28,kp7,40,val
00160_H_A_N_C7,180,3.003000020980835,0.40700092911720276,29,kp7,40,val
00180_H_A_N_C7,330,5.50600004196167,0.8067672252655029,1,kp7,40,val
00180_H_A_N_C7,336,5.605999946594238,0.7740896344184875,2,kp7,40,val
00180_H_A_N_C7,324,5.40500020980835,0.6238633990287781,3,kp7,40,val
00180_H_A_N_C7,312,5.204999923706055,0.6230292320251465,4,kp7,40,val
00180_H_A_N_C7,318,5.304999828338623,0.5719197392463684,5,kp7,40,val
00180_H_A_N_C7,342,5.705999851226807,0.48326575756073,6,kp7,40,val
00180_H_A_N_C7,306,5.105000019073486,0.47390666604042053,7,kp7,40,val
00180_H_A_N_C7,348,5.806000232696533,0.4113611578941345,8,kp7,40,val
00180_H_A_N_C7,354,5.906000137329102,0.3700976073741913,9,kp7,40,val
00180_H_A_N_C7,300,5.005000114440918,0.33840060234069824,10,kp7,40,val
00306_H_A_N_C5,186,3.1029999256134033,0.6935113072395325,1,kp7,40,val
00306_H_A_N_C5,192,3.203000068664551,0.6015267968177795,2,kp7,40,val
00306_H_A_N_C5,180,3.003000020980835,0.599979817867279,3,kp7,40,val
00306_H_A_N_C5,270,4.505000114440918,0.5893179178237915,4,kp7,40,val
00306_H_A_N_C5,276,4.605000019073486,0.562415599822998,5,kp7,40,val
00306_H_A_N_C5,264,4.4039998054504395,0.5599644184112549,6,kp7,40,val
00306_H_A_N_C5,258,4.303999900817871,0.497171550989151,7,kp7,40,val
00306_H_A_N_C5,282,4.704999923706055,0.49158450961112976,8,kp7,40,val
00306_H_A_N_C5,198,3.302999973297119,0.38134968280792236,9,kp7,40,val
00306_H_A_N_C5,288,4.804999828338623,0.3794836699962616,10,kp7,40,val
00346_H_A_N_C7,192,3.203000068664551,0.7448123097419739,1,kp7,40,val
00346_H_A_N_C7,186,3.1029999256134033,0.7315676212310791,2,kp7,40,val
00346_H_A_N_C7,198,3.302999973297119,0.6460080146789551,3,kp7,40,val
00346_H_A_N_C7,180,3.003000020980835,0.6146010160446167,4,kp7,40,val
00346_H_A_N_C7,204,3.4030001163482666,0.5546247363090515,5,kp7,40,val
00346_H_A_N_C7,210,3.503999948501587,0.5231901407241821,6,kp7,40,val
00346_H_A_N_C7,216,3.6040000915527344,0.4577972888946533,7,kp7,40,val
00346_H_A_N_C7,222,3.7039999961853027,0.41984111070632935,8,kp7,40,val
00346_H_A_N_C7,228,3.803999900817871,0.4040069282054901,9,kp7,40,val
00346_H_A_N_C7,246,4.104000091552734,0.3784034848213196,10,kp7,40,val
00529_H_D_N_C7,216,3.6040000915527344,0.613918125629425,1,kp7,40,val
00529_H_D_N_C7,234,3.9040000438690186,0.6024165153503418,2,kp7,40,val
00529_H_D_N_C7,222,3.7039999961853027,0.5959954261779785,3,kp7,40,val
00529_H_D_N_C7,210,3.503999948501587,0.5787137150764465,4,kp7,40,val
00529_H_D_N_C7,228,3.803999900817871,0.5577924251556396,5,kp7,40,val
00529_H_D_N_C7,186,3.1029999256134033,0.5400642156600952,6,kp7,40,val
00529_H_D_N_C7,180,3.003000020980835,0.5355450510978699,7,kp7,40,val
00529_H_D_N_C7,204,3.4030001163482666,0.5331444144248962,8,kp7,40,val
00529_H_D_N_C7,192,3.203000068664551,0.5311622023582458,9,kp7,40,val
00529_H_D_N_C7,198,3.302999973297119,0.523811399936676,10,kp7,40,val
00529_H_D_N_C7,240,4.004000186920166,0.5228491425514221,11,kp7,40,val
00529_H_D_N_C7,402,6.706999778747559,0.45067986845970154,12,kp7,40,val
00529_H_D_N_C7,396,6.60699987411499,0.4050690829753876,13,kp7,40,val
00533_H_D_N_C7,180,3.003000020980835,0.9115926027297974,1,kp7,40,val
00533_H_D_N_C7,186,3.1029999256134033,0.8845638036727905,2,kp7,40,val
00533_H_D_N_C7,192,3.203000068664551,0.7375643849372864,3,kp7,40,val
00533_H_D_N_C7,282,4.704999923706055,0.6871247291564941,4,kp7,40,val
00533_H_D_N_C7,276,4.605000019073486,0.6665177345275879,5,kp7,40,val
00533_H_D_N_C7,270,4.505000114440918,0.5927639007568359,6,kp7,40,val
00533_H_D_N_C7,198,3.302999973297119,0.5877482295036316,7,kp7,40,val
00533_H_D_N_C7,288,4.804999828338623,0.5708261728286743,8,kp7,40,val
00533_H_D_N_C7,204,3.4030001163482666,0.518463671207428,9,kp7,40,val
00533_H_D_N_C7,210,3.503999948501587,0.4485165476799011,10,kp7,40,val
00551_H_D_N_C5,276,4.605000019073486,0.6872844099998474,1,kp7,40,val
00551_H_D_N_C5,282,4.704999923706055,0.6662036180496216,2,kp7,40,val
00551_H_D_N_C5,270,4.505000114440918,0.6533434391021729,3,kp7,40,val
00551_H_D_N_C5,288,4.804999828338623,0.6294788122177124,4,kp7,40,val
00551_H_D_N_C5,294,4.90500020980835,0.5053401589393616,5,kp7,40,val
00551_H_D_N_C5,300,5.005000114440918,0.43896350264549255,6,kp7,40,val
00551_H_D_N_C5,264,4.4039998054504395,0.42625507712364197,7,kp7,40,val
00551_H_D_N_C5,306,5.105000019073486,0.3932044208049774,8,kp7,40,val
00551_H_D_N_C5,258,4.303999900817871,0.3476184904575348,9,kp7,40,val
00551_H_D_N_C5,180,3.003000020980835,0.3364965617656708,10,kp7,40,val
00599_H_D_N_C7,360,6.0,0.5942034721374512,1,kp7,40,val
00599_H_D_N_C7,366,6.099999904632568,0.5940669775009155,2,kp7,40,val
00599_H_D_N_C7,372,6.199999809265137,0.5893185138702393,3,kp7,40,val
00599_H_D_N_C7,354,5.900000095367432,0.5861029624938965,4,kp7,40,val
00599_H_D_N_C7,378,6.300000190734863,0.584447979927063,5,kp7,40,val
00599_H_D_N_C7,348,5.800000190734863,0.5791729092597961,6,kp7,40,val
00599_H_D_N_C7,384,6.400000095367432,0.5653453469276428,7,kp7,40,val
00599_H_D_N_C7,342,5.699999809265137,0.5611063838005066,8,kp7,40,val
00599_H_D_N_C7,390,6.5,0.542683482170105,9,kp7,40,val
00599_H_D_N_C7,396,6.599999904632568,0.5391520261764526,10,kp7,40,val
00599_H_D_N_C7,336,5.599999904632568,0.538375735282898,11,kp7,40,val
00599_H_D_N_C7,408,6.800000190734863,0.5256734490394592,12,kp7,40,val
00599_H_D_N_C7,402,6.699999809265137,0.5235598087310791,13,kp7,40,val
00599_H_D_N_C7,330,5.5,0.5194922685623169,14,kp7,40,val
00599_H_D_N_C7,324,5.400000095367432,0.492575079202652,15,kp7,40,val
00599_H_D_N_C7,414,6.900000095367432,0.4701975882053375,16,kp7,40,val
00599_H_D_N_C7,318,5.300000190734863,0.44593214988708496,17,kp7,40,val
00599_H_D_N_C7,420,7.0,0.4332970082759857,18,kp7,40,val
00612_H_D_N_C5,192,3.200000047683716,0.850999653339386,1,kp7,40,val
00612_H_D_N_C5,180,3.0,0.848876416683197,2,kp7,40,val
00612_H_D_N_C5,186,3.0999999046325684,0.8444905281066895,3,kp7,40,val
00612_H_D_N_C5,198,3.299999952316284,0.8371108770370483,4,kp7,40,val
00612_H_D_N_C5,204,3.4000000953674316,0.8030682802200317,5,kp7,40,val
00612_H_D_N_C5,210,3.5,0.7841057777404785,6,kp7,40,val
00612_H_D_N_C5,222,3.700000047683716,0.7768555879592896,7,kp7,40,val
00612_H_D_N_C5,216,3.5999999046325684,0.7430906891822815,8,kp7,40,val
00612_H_D_N_C5,228,3.799999952316284,0.7010467648506165,9,kp7,40,val
00612_H_D_N_C5,234,3.9000000953674316,0.553217887878418,10,kp7,40,val
00612_H_D_N_C5,240,4.0,0.49842530488967896,11,kp7,40,val
00612_H_D_N_C5,246,4.099999904632568,0.4915286898612976,12,kp7,40,val
00612_H_D_N_C5,252,4.199999809265137,0.4700818657875061,13,kp7,40,val
00699_H_D_N_C8,258,4.300000190734863,0.924618124961853,1,kp7,40,val
00699_H_D_N_C8,252,4.199999809265137,0.9213252067565918,2,kp7,40,val
00699_H_D_N_C8,246,4.099999904632568,0.9151206612586975,3,kp7,40,val
00699_H_D_N_C8,240,4.0,0.9141778945922852,4,kp7,40,val
00699_H_D_N_C8,288,4.800000190734863,0.9130042195320129,5,kp7,40,val
00699_H_D_N_C8,264,4.400000095367432,0.9115541577339172,6,kp7,40,val
00699_H_D_N_C8,282,4.699999809265137,0.9104045033454895,7,kp7,40,val
00699_H_D_N_C8,234,3.9000000953674316,0.9070459604263306,8,kp7,40,val
00699_H_D_N_C8,276,4.599999904632568,0.9047815799713135,9,kp7,40,val
00699_H_D_N_C8,228,3.799999952316284,0.8909762501716614,10,kp7,40,val
00699_H_D_N_C8,294,4.900000095367432,0.8817599415779114,11,kp7,40,val
00699_H_D_N_C8,270,4.5,0.8641461730003357,12,kp7,40,val
00699_H_D_N_C8,222,3.700000047683716,0.8621948957443237,13,kp7,40,val
00699_H_D_N_C8,216,3.5999999046325684,0.7607755064964294,14,kp7,40,val
00699_H_D_N_C8,300,5.0,0.7590184807777405,15,kp7,40,val
00699_H_D_N_C8,210,3.5,0.6506189107894897,16,kp7,40,val
00699_H_D_N_C8,204,3.4000000953674316,0.6174454689025879,17,kp7,40,val
00699_H_D_N_C8,198,3.299999952316284,0.6173005104064941,18,kp7,40,val
00699_H_D_N_C8,306,5.099999904632568,0.48153242468833923,19,kp7,40,val
00699_H_D_N_C8,192,3.200000047683716,0.4150371551513672,20,kp7,40,val
00962_O_E_N_C5,192,3.203000068664551,0.6130185723304749,1,kp7,40,val
00962_O_E_N_C5,186,3.1029999256134033,0.6019418239593506,2,kp7,40,val
00962_O_E_N_C5,180,3.003000020980835,0.5282447934150696,3,kp7,40,val
00962_O_E_N_C5,198,3.302999973297119,0.48329004645347595,4,kp7,40,val
00962_O_E_N_C5,204,3.4030001163482666,0.3015470802783966,5,kp7,40,val
00962_O_E_N_C5,228,3.803999900817871,0.2869867980480194,6,kp7,40,val
00962_O_E_N_C5,222,3.7039999961853027,0.28253990411758423,7,kp7,40,val
00962_O_E_N_C5,210,3.503999948501587,0.27928823232650757,8,kp7,40,val
00962_O_E_N_C5,216,3.6040000915527344,0.2649114429950714,9,kp7,40,val
00962_O_E_N_C5,234,3.9040000438690186,0.2609810531139374,10,kp7,40,val
00962_O_E_N_C8,198,3.302999973297119,0.8863387107849121,1,kp7,40,val
00962_O_E_N_C8,192,3.203000068664551,0.8773831129074097,2,kp7,40,val
00962_O_E_N_C8,204,3.4030001163482666,0.8442230224609375,3,kp7,40,val
00962_O_E_N_C8,270,4.505000114440918,0.84086674451828,4,kp7,40,val
00962_O_E_N_C8,186,3.1029999256134033,0.8207769393920898,5,kp7,40,val
00962_O_E_N_C8,264,4.4039998054504395,0.8088682293891907,6,kp7,40,val
00962_O_E_N_C8,210,3.503999948501587,0.8085713386535645,7,kp7,40,val
00962_O_E_N_C8,216,3.6040000915527344,0.7988675832748413,8,kp7,40,val
00962_O_E_N_C8,222,3.7039999961853027,0.7915813326835632,9,kp7,40,val
00962_O_E_N_C8,228,3.803999900817871,0.7908254265785217,10,kp7,40,val
00962_O_E_N_C8,258,4.303999900817871,0.785165011882782,11,kp7,40,val
00962_O_E_N_C8,234,3.9040000438690186,0.7759391665458679,12,kp7,40,val
00962_O_E_N_C8,240,4.004000186920166,0.7547558546066284,13,kp7,40,val
00962_O_E_N_C8,252,4.203999996185303,0.745543360710144,14,kp7,40,val
00962_O_E_N_C8,246,4.104000091552734,0.7285104393959045,15,kp7,40,val
00962_O_E_N_C8,276,4.605000019073486,0.7273254990577698,16,kp7,40,val
00962_O_E_N_C8,180,3.003000020980835,0.7178314328193665,17,kp7,40,val
00962_O_E_N_C8,282,4.704999923706055,0.6005973815917969,18,kp7,40,val
00962_O_E_N_C8,288,4.804999828338623,0.4682111442089081,19,kp7,40,val
00962_O_E_N_C8,294,4.90500020980835,0.43311482667922974,20,kp7,40,val
01015_O_E_N_C6,276,4.605000019073486,0.8353041410446167,1,kp7,40,val
01015_O_E_N_C6,270,4.505000114440918,0.783719539642334,2,kp7,40,val
01015_O_E_N_C6,282,4.704999923706055,0.7624778151512146,3,kp7,40,val
01015_O_E_N_C6,288,4.804999828338623,0.7468599081039429,4,kp7,40,val
01015_O_E_N_C6,294,4.90500020980835,0.7276351451873779,5,kp7,40,val
01015_O_E_N_C6,264,4.4039998054504395,0.6219733357429504,6,kp7,40,val
01015_O_E_N_C6,300,5.005000114440918,0.5615549683570862,7,kp7,40,val
01015_O_E_N_C6,258,4.303999900817871,0.5275129675865173,8,kp7,40,val
01015_O_E_N_C6,252,4.203999996185303,0.49606990814208984,9,kp7,40,val
01015_O_E_N_C6,306,5.105000019073486,0.45410823822021484,10,kp7,40,val
01015_O_E_N_C6,330,5.50600004196167,0.4521426856517792,11,kp7,40,val
01015_O_E_N_C6,336,5.605999946594238,0.43674778938293457,12,kp7,40,val
01015_O_E_N_C6,360,6.00600004196167,0.4357215166091919,13,kp7,40,val
01015_O_E_N_C6,324,5.40500020980835,0.4340269863605499,14,kp7,40,val
01015_O_E_N_C6,354,5.906000137329102,0.4241636395454407,15,kp7,40,val
01015_O_E_N_C6,366,6.105999946594238,0.41213923692703247,16,kp7,40,val
01015_O_E_N_C6,312,5.204999923706055,0.4074428677558899,17,kp7,40,val
01015_O_E_N_C6,318,5.304999828338623,0.4023032486438751,18,kp7,40,val
01066_O_E_N_C6,204,3.4030001163482666,0.7054876685142517,1,kp7,40,val
01066_O_E_N_C6,210,3.503999948501587,0.6591815948486328,2,kp7,40,val
01066_O_E_N_C6,198,3.302999973297119,0.6280138492584229,3,kp7,40,val
01066_O_E_N_C6,186,3.1029999256134033,0.537635326385498,4,kp7,40,val
01066_O_E_N_C6,192,3.203000068664551,0.5349660515785217,5,kp7,40,val
01066_O_E_N_C6,216,3.6040000915527344,0.503831684589386,6,kp7,40,val
01066_O_E_N_C6,222,3.7039999961853027,0.42792877554893494,7,kp7,40,val
01066_O_E_N_C6,228,3.803999900817871,0.39841532707214355,8,kp7,40,val
01066_O_E_N_C6,234,3.9040000438690186,0.33359861373901367,9,kp7,40,val
01066_O_E_N_C6,180,3.003000020980835,0.3052305579185486,10,kp7,40,val
01082_O_E_N_C5,300,5.005000114440918,0.646067202091217,1,kp7,40,val
01082_O_E_N_C5,306,5.105000019073486,0.6423046588897705,2,kp7,40,val
01082_O_E_N_C5,312,5.204999923706055,0.6343196034431458,3,kp7,40,val
01082_O_E_N_C5,294,4.90500020980835,0.6302300691604614,4,kp7,40,val
01082_O_E_N_C5,318,5.304999828338623,0.6250554323196411,5,kp7,40,val
01082_O_E_N_C5,324,5.40500020980835,0.6177544593811035,6,kp7,40,val
01082_O_E_N_C5,342,5.705999851226807,0.5959856510162354,7,kp7,40,val
01082_O_E_N_C5,330,5.50600004196167,0.5951789021492004,8,kp7,40,val
01082_O_E_N_C5,288,4.804999828338623,0.5940307974815369,9,kp7,40,val
01082_O_E_N_C5,336,5.605999946594238,0.5861570239067078,10,kp7,40,val
01082_O_E_N_C5,282,4.704999923706055,0.5809947848320007,11,kp7,40,val
01082_O_E_N_C5,276,4.605000019073486,0.5804775953292847,12,kp7,40,val
01082_O_E_N_C5,270,4.505000114440918,0.572380006313324,13,kp7,40,val
01082_O_E_N_C5,348,5.806000232696533,0.5587090849876404,14,kp7,40,val
01082_O_E_N_C5,264,4.4039998054504395,0.5532690286636353,15,kp7,40,val
01082_O_E_N_C5,258,4.303999900817871,0.5049285888671875,16,kp7,40,val
01082_O_E_N_C5,354,5.906000137329102,0.5015784502029419,17,kp7,40,val
01082_O_E_N_C5,252,4.203999996185303,0.4604668915271759,18,kp7,40,val
01082_O_E_N_C5,360,6.00600004196167,0.4514324963092804,19,kp7,40,val
01090_O_E_N_C8,216,3.6040000915527344,0.8524351716041565,1,kp7,40,val
01090_O_E_N_C8,210,3.503999948501587,0.8499302864074707,2,kp7,40,val
01090_O_E_N_C8,180,3.003000020980835,0.8051550984382629,3,kp7,40,val
01090_O_E_N_C8,204,3.4030001163482666,0.7990956902503967,4,kp7,40,val
01090_O_E_N_C8,198,3.302999973297119,0.7665176391601562,5,kp7,40,val
01090_O_E_N_C8,186,3.1029999256134033,0.7616706490516663,6,kp7,40,val
01090_O_E_N_C8,192,3.203000068664551,0.7558375597000122,7,kp7,40,val
01090_O_E_N_C8,222,3.7039999961853027,0.7442240715026855,8,kp7,40,val
01090_O_E_N_C8,228,3.803999900817871,0.516535758972168,9,kp7,40,val
01090_O_E_N_C8,234,3.9040000438690186,0.3580397665500641,10,kp7,40,val
01096_O_E_N_C7,186,3.0999999046325684,0.7306680679321289,1,kp7,40,val
01096_O_E_N_C7,204,3.4000000953674316,0.7010459899902344,2,kp7,40,val
01096_O_E_N_C7,210,3.5,0.6976400017738342,3,kp7,40,val
01096_O_E_N_C7,198,3.299999952316284,0.6676251292228699,4,kp7,40,val
01096_O_E_N_C7,180,3.0,0.6535305380821228,5,kp7,40,val
01096_O_E_N_C7,192,3.200000047683716,0.6451762914657593,6,kp7,40,val
01096_O_E_N_C7,216,3.5999999046325684,0.6189440488815308,7,kp7,40,val
01096_O_E_N_C7,234,3.9000000953674316,0.5498959422111511,8,kp7,40,val
01096_O_E_N_C7,240,4.0,0.5427236557006836,9,kp7,40,val
01096_O_E_N_C7,246,4.099999904632568,0.519473671913147,10,kp7,40,val
01096_O_E_N_C7,228,3.799999952316284,0.50318443775177,11,kp7,40,val
01096_O_E_N_C7,276,4.599999904632568,0.49958398938179016,12,kp7,40,val
01096_O_E_N_C7,222,3.700000047683716,0.49008697271347046,13,kp7,40,val
01096_O_E_N_C7,270,4.5,0.46960994601249695,14,kp7,40,val
01096_O_E_N_C7,264,4.400000095367432,0.465735524892807,15,kp7,40,val
01096_O_E_N_C7,252,4.199999809265137,0.4610665440559387,16,kp7,40,val
01096_O_E_N_C7,258,4.300000190734863,0.4554782509803772,17,kp7,40,val
01096_O_E_N_C7,282,4.699999809265137,0.42269280552864075,18,kp7,40,val
01162_O_E_N_C8,204,3.4000000953674316,0.651188313961029,1,kp7,40,val
01162_O_E_N_C8,198,3.299999952316284,0.6213406920433044,2,kp7,40,val
01162_O_E_N_C8,216,3.5999999046325684,0.6192943453788757,3,kp7,40,val
01162_O_E_N_C8,222,3.700000047683716,0.612285315990448,4,kp7,40,val
01162_O_E_N_C8,192,3.200000047683716,0.6112606525421143,5,kp7,40,val
01162_O_E_N_C8,180,3.0,0.5848780870437622,6,kp7,40,val
01162_O_E_N_C8,186,3.0999999046325684,0.5705947279930115,7,kp7,40,val
01162_O_E_N_C8,228,3.799999952316284,0.5600581169128418,8,kp7,40,val
01162_O_E_N_C8,210,3.5,0.5436708927154541,9,kp7,40,val
01162_O_E_N_C8,234,3.9000000953674316,0.5277332663536072,10,kp7,40,val
01162_O_E_N_C8,264,4.400000095367432,0.5230653882026672,11,kp7,40,val
