video_id,window_index,window_start_frame,window_start_sec,score,binary_at_selected_threshold,label,direction,confidence_mean
00030_H_A_N_C5,74,402,6.706999778747559,0.10514842718839645,0,0,N,0.3001452684402466
00030_H_A_N_C5,76,408,6.807000160217285,0.1067652776837349,0,0,N,0.265531063079834
00030_H_A_N_C5,78,414,6.9070000648498535,0.12588880956172943,0,0,N,0.2643912434577942
00030_H_A_N_C5,80,420,7.006999969482422,0.1218964010477066,0,0,N,0.26393064856529236
00065_H_A_N_C8,0,180,3.003000020980835,0.14071503281593323,0,0,N,0.4533511698246002
00065_H_A_N_C8,2,186,3.1029999256134033,0.21980763971805573,0,0,N,0.45006629824638367
00065_H_A_N_C8,4,192,3.203000068664551,0.34022846817970276,0,0,N,0.4492740333080292
00065_H_A_N_C8,6,198,3.302999973297119,0.33224791288375854,0,0,N,0.45458510518074036
00065_H_A_N_C8,8,204,3.4030001163482666,0.3894073963165283,0,0,N,0.46120432019233704
00065_H_A_N_C8,10,210,3.503999948501587,0.4538491368293762,0,0,N,0.46073129773139954
00065_H_A_N_C8,12,216,3.6040000915527344,0.4033992886543274,0,0,N,0.4563429057598114
00065_H_A_N_C8,14,222,3.7039999961853027,0.48533234000205994,0,0,N,0.4504660665988922
00065_H_A_N_C8,16,228,3.803999900817871,0.5960598587989807,1,0,N,0.44336050748825073
00065_H_A_N_C8,18,234,3.9040000438690186,0.6025450229644775,1,0,N,0.4352262616157532
00065_H_A_N_C8,20,240,4.004000186920166,0.6060618758201599,1,0,N,0.4305388629436493
00065_H_A_N_C8,22,246,4.104000091552734,0.5571423768997192,1,0,N,0.43305307626724243
00065_H_A_N_C8,24,252,4.203999996185303,0.5986169576644897,1,0,N,0.435717910528183
00065_H_A_N_C8,26,258,4.303999900817871,0.615239679813385,1,0,N,0.43945252895355225
00065_H_A_N_C8,28,264,4.4039998054504395,0.6005218029022217,1,0,N,0.4459781348705292
00065_H_A_N_C8,30,270,4.505000114440918,0.6965159177780151,1,0,N,0.4484826326370239
00065_H_A_N_C8,32,276,4.605000019073486,0.7043439149856567,1,0,N,0.45158499479293823
00065_H_A_N_C8,34,282,4.704999923706055,0.6705970168113708,1,0,N,0.4557313621044159
00065_H_A_N_C8,36,288,4.804999828338623,0.6346694231033325,1,0,N,0.4554998278617859
00065_H_A_N_C8,38,294,4.90500020980835,0.6871927976608276,1,0,N,0.45319730043411255
00065_H_A_N_C8,40,300,5.005000114440918,0.6845355033874512,1,0,N,0.4518183469772339
00065_H_A_N_C8,42,306,5.105000019073486,0.7365017533302307,1,0,N,0.4490332007408142
00065_H_A_N_C8,44,312,5.204999923706055,0.7256208062171936,1,0,N,0.4465194642543793
00065_H_A_N_C8,46,318,5.304999828338623,0.7227874994277954,1,0,N,0.44687333703041077
00065_H_A_N_C8,48,324,5.40500020980835,0.6788161396980286,1,0,N,0.44426828622817993
00065_H_A_N_C8,50,330,5.50600004196167,0.6344085335731506,1,0,N,0.43979236483573914
00065_H_A_N_C8,52,336,5.605999946594238,0.4311884641647339,0,0,N,0.4370218813419342
00065_H_A_N_C8,54,342,5.705999851226807,0.40089190006256104,0,0,N,0.4318878948688507
00065_H_A_N_C8,56,348,5.806000232696533,0.41671469807624817,0,0,N,0.426344633102417
00065_H_A_N_C8,58,354,5.906000137329102,0.3618704676628113,0,0,N,0.420539528131485
00065_H_A_N_C8,60,360,6.00600004196167,0.3280599117279053,0,0,N,0.4157525897026062
00065_H_A_N_C8,62,366,6.105999946594238,0.3064669966697693,0,0,N,0.4106255769729614
00065_H_A_N_C8,64,372,6.205999851226807,0.2141249179840088,0,0,N,0.4056697487831116
00065_H_A_N_C8,66,378,6.306000232696533,0.21960532665252686,0,0,N,0.40071165561676025
00065_H_A_N_C8,68,384,6.406000137329102,0.19472886621952057,0,0,N,0.3960423767566681
00065_H_A_N_C8,70,390,6.50600004196167,0.15738680958747864,0,0,N,0.39638757705688477
00065_H_A_N_C8,72,396,6.60699987411499,0.16836369037628174,0,0,N,0.39627736806869507
00065_H_A_N_C8,74,402,6.706999778747559,0.15051153302192688,0,0,N,0.3920678496360779
00065_H_A_N_C8,76,408,6.807000160217285,0.1343051642179489,0,0,N,0.38817325234413147
00065_H_A_N_C8,78,414,6.9070000648498535,0.1276242882013321,0,0,N,0.3842533528804779
00065_H_A_N_C8,80,420,7.006999969482422,0.12030020356178284,0,0,N,0.3797071576118469
00103_H_A_N_C5,0,180,3.003000020980835,0.312472939491272,0,0,N,0.6208451986312866
00103_H_A_N_C5,2,186,3.1029999256134033,0.3212015628814697,0,0,N,0.5950586795806885
00103_H_A_N_C5,4,192,3.203000068664551,0.2728130519390106,0,0,N,0.5700006484985352
00103_H_A_N_C5,6,198,3.302999973297119,0.27854886651039124,0,0,N,0.5531808733940125
00103_H_A_N_C5,8,204,3.4030001163482666,0.30831244587898254,0,0,N,0.5489034056663513
00103_H_A_N_C5,10,210,3.503999948501587,0.3024485409259796,0,0,N,0.5298721194267273
00103_H_A_N_C5,12,216,3.6040000915527344,0.3105981945991516,0,0,N,0.5161759853363037
00103_H_A_N_C5,14,222,3.7039999961853027,0.3670932948589325,0,0,N,0.4917817711830139
00103_H_A_N_C5,16,228,3.803999900817871,0.43254217505455017,0,0,N,0.46738603711128235
00103_H_A_N_C5,18,234,3.9040000438690186,0.5036651492118835,0,0,N,0.4487256705760956
00103_H_A_N_C5,20,240,4.004000186920166,0.5481385588645935,1,0,N,0.4417004883289337
00103_H_A_N_C5,22,246,4.104000091552734,0.5842691659927368,1,0,N,0.4424947202205658
00103_H_A_N_C5,24,252,4.203999996185303,0.6067487597465515,1,0,N,0.44238802790641785
00103_H_A_N_C5,26,258,4.303999900817871,0.6152886748313904,1,0,N,0.4426918029785156
00103_H_A_N_C5,28,264,4.4039998054504395,0.6129992008209229,1,0,N,0.4379926025867462
00103_H_A_N_C5,30,270,4.505000114440918,0.6034520864486694,1,0,N,0.4307370185852051
00103_H_A_N_C5,32,276,4.605000019073486,0.6005859375,1,0,N,0.4190395772457123
00103_H_A_N_C5,34,282,4.704999923706055,0.5834527611732483,1,0,N,0.4175754487514496
00103_H_A_N_C5,36,288,4.804999828338623,0.6311050653457642,1,0,N,0.4209703803062439
00103_H_A_N_C5,38,294,4.90500020980835,0.647545337677002,1,0,N,0.4275612235069275
00103_H_A_N_C5,40,300,5.005000114440918,0.6131413578987122,1,0,N,0.4414157569408417
00103_H_A_N_C5,42,306,5.105000019073486,0.5724988579750061,1,0,N,0.46349647641181946
00103_H_A_N_C5,44,312,5.204999923706055,0.5423896312713623,1,0,N,0.483559250831604
00103_H_A_N_C5,46,318,5.304999828338623,0.4570145308971405,0,0,N,0.49626895785331726
00103_H_A_N_C5,48,324,5.40500020980835,0.39578142762184143,0,0,N,0.48519986867904663
00103_H_A_N_C5,50,330,5.50600004196167,0.3975604772567749,0,0,N,0.49490949511528015
00103_H_A_N_C5,52,336,5.605999946594238,0.368266761302948,0,0,N,0.5040586590766907
00103_H_A_N_C5,54,342,5.705999851226807,0.464449942111969,0,0,N,0.5203945636749268
00103_H_A_N_C5,56,348,5.806000232696533,0.5376756191253662,1,0,N,0.5323210954666138
00103_H_A_N_C5,58,354,5.906000137329102,0.5220281481742859,0,0,N,0.5362074375152588
00103_H_A_N_C5,60,360,6.00600004196167,0.4606040120124817,0,0,N,0.5241673588752747
00103_H_A_N_C5,62,366,6.105999946594238,0.3917161226272583,0,0,N,0.4928121268749237
00103_H_A_N_C5,64,372,6.205999851226807,0.3232390582561493,0,0,N,0.46713829040527344
00103_H_A_N_C5,66,378,6.306000232696533,0.25727546215057373,0,0,N,0.4771978557109833
00103_H_A_N_C5,68,384,6.406000137329102,0.2264505922794342,0,0,N,0.47248104214668274
00103_H_A_N_C5,70,390,6.50600004196167,0.2054165154695511,0,0,N,0.46522343158721924
00103_H_A_N_C5,72,396,6.60699987411499,0.19286611676216125,0,0,N,0.45656514167785645
00103_H_A_N_C5,74,402,6.706999778747559,0.18479399383068085,0,0,N,0.448377788066864
00103_H_A_N_C5,76,408,6.807000160217285,0.18155629932880402,0,0,N,0.4443281888961792
00103_H_A_N_C5,78,414,6.9070000648498535,0.18046104907989502,0,0,N,0.43737921118736267
00103_H_A_N_C5,80,420,7.006999969482422,0.17956200242042542,0,0,N,0.43310263752937317
00121_H_A_N_C5,0,180,3.003000020980835,0.47381919622421265,0,0,N,0.4592513144016266
00121_H_A_N_C5,2,186,3.1029999256134033,0.5174039006233215,0,0,N,0.45756271481513977
00121_H_A_N_C5,4,192,3.203000068664551,0.5329530239105225,1,0,N,0.4338468909263611
00121_H_A_N_C5,6,198,3.302999973297119,0.5475823283195496,1,0,N,0.41494035720825195
00121_H_A_N_C5,8,204,3.4030001163482666,0.5733351707458496,1,0,N,0.4133979082107544
00121_H_A_N_C5,10,210,3.503999948501587,0.6410780549049377,1,0,N,0.40057244896888733
00121_H_A_N_C5,12,216,3.6040000915527344,0.6935272812843323,1,0,N,0.3989947736263275
00121_H_A_N_C5,14,222,3.7039999961853027,0.7208274602890015,1,0,N,0.3904532492160797
00121_H_A_N_C5,16,228,3.803999900817871,0.7180001139640808,1,0,N,0.3905101716518402
00121_H_A_N_C5,18,234,3.9040000438690186,0.5810769200325012,1,0,N,0.39964166283607483
00121_H_A_N_C5,20,240,4.004000186920166,0.5471151471138,1,0,N,0.4186829924583435
00121_H_A_N_C5,22,246,4.104000091552734,0.5519230365753174,1,0,N,0.4399856925010681
00121_H_A_N_C5,24,252,4.203999996185303,0.583345353603363,1,0,N,0.4495145082473755
00121_H_A_N_C5,26,258,4.303999900817871,0.6255847811698914,1,0,N,0.43565037846565247
00121_H_A_N_C5,28,264,4.4039998054504395,0.5967280268669128,1,0,N,0.4683939218521118
00121_H_A_N_C5,30,270,4.505000114440918,0.6051831841468811,1,0,N,0.5052400231361389
00121_H_A_N_C5,32,276,4.605000019073486,0.6004055142402649,1,0,N,0.49751102924346924
00121_H_A_N_C5,34,282,4.704999923706055,0.5252406597137451,1,0,N,0.5004662871360779
00121_H_A_N_C5,36,288,4.804999828338623,0.4761091470718384,0,0,N,0.5377337336540222
00121_H_A_N_C5,38,294,4.90500020980835,0.40366873145103455,0,0,N,0.5396860837936401
00121_H_A_N_C5,40,300,5.005000114440918,0.36287060379981995,0,0,N,0.5243706703186035
00121_H_A_N_C5,42,306,5.105000019073486,0.32111793756484985,0,0,N,0.5064148902893066
00121_H_A_N_C5,44,312,5.204999923706055,0.285338819026947,0,0,N,0.5266239643096924
00121_H_A_N_C5,46,318,5.304999828338623,0.23788049817085266,0,0,N,0.5272265672683716
00121_H_A_N_C5,48,324,5.40500020980835,0.23614861071109772,0,0,N,0.5170692801475525
00121_H_A_N_C5,50,330,5.50600004196167,0.25834447145462036,0,0,N,0.49954110383987427
00121_H_A_N_C5,52,336,5.605999946594238,0.25318828225135803,0,0,N,0.48325154185295105
00121_H_A_N_C5,54,342,5.705999851226807,0.22926169633865356,0,0,N,0.47658365964889526
00121_H_A_N_C5,56,348,5.806000232696533,0.22081434726715088,0,0,N,0.4680001437664032
00121_H_A_N_C5,58,354,5.906000137329102,0.228120818734169,0,0,N,0.4617503583431244
00121_H_A_N_C5,60,360,6.00600004196167,0.23249301314353943,0,0,N,0.4566863179206848
00121_H_A_N_C5,62,366,6.105999946594238,0.22903309762477875,0,0,N,0.4543209969997406
00121_H_A_N_C5,64,372,6.205999851226807,0.23102501034736633,0,0,N,0.4645916521549225
00121_H_A_N_C5,66,378,6.306000232696533,0.22616420686244965,0,0,N,0.4796024262905121
00121_H_A_N_C5,68,384,6.406000137329102,0.23151937127113342,0,0,N,0.4801419973373413
00121_H_A_N_C5,70,390,6.50600004196167,0.2555108666419983,0,0,N,0.4655859172344208
00121_H_A_N_C5,72,396,6.60699987411499,0.2577473223209381,0,0,N,0.45084136724472046
00121_H_A_N_C5,74,402,6.706999778747559,0.24636077880859375,0,0,N,0.4542500674724579
00121_H_A_N_C5,76,408,6.807000160217285,0.22552847862243652,0,0,N,0.4589129686355591
00121_H_A_N_C5,78,414,6.9070000648498535,0.21590064465999603,0,0,N,0.44692885875701904
00121_H_A_N_C5,80,420,7.006999969482422,0.2264573723077774,0,0,N,0.44079115986824036
00160_H_A_N_C7,0,180,3.003000020980835,0.40700092911720276,0,0,N,0.6140863299369812
00160_H_A_N_C7,2,186,3.1029999256134033,0.4352085590362549,0,0,N,0.6199416518211365
00160_H_A_N_C7,4,192,3.203000068664551,0.4667587876319885,0,0,N,0.6258623600006104
00160_H_A_N_C7,6,198,3.302999973297119,0.5690906047821045,1,0,N,0.6294186115264893
00160_H_A_N_C7,8,204,3.4030001163482666,0.7740310430526733,1,0,N,0.6320965886116028
00160_H_A_N_C7,10,210,3.503999948501587,0.9071709513664246,1,0,N,0.6325553059577942
00160_H_A_N_C7,12,216,3.6040000915527344,0.9379759430885315,1,0,N,0.628023624420166
00160_H_A_N_C7,14,222,3.7039999961853027,0.9474475979804993,1,0,N,0.6197766065597534
00160_H_A_N_C7,16,228,3.803999900817871,0.9362274408340454,1,0,N,0.6083804368972778
00160_H_A_N_C7,18,234,3.9040000438690186,0.9149434566497803,1,0,N,0.5921673774719238
00160_H_A_N_C7,20,240,4.004000186920166,0.8586843013763428,1,0,N,0.5757961869239807
00160_H_A_N_C7,22,246,4.104000091552734,0.8843167424201965,1,0,N,0.5624821782112122
00160_H_A_N_C7,24,252,4.203999996185303,0.8943650722503662,1,0,N,0.5485609173774719
00160_H_A_N_C7,26,258,4.303999900817871,0.9078493714332581,1,0,N,0.5347121953964233
00160_H_A_N_C7,28,264,4.4039998054504395,0.9188916683197021,1,0,N,0.5238522291183472
00160_H_A_N_C7,30,270,4.505000114440918,0.9241673350334167,1,0,N,0.5137943625450134
00160_H_A_N_C7,32,276,4.605000019073486,0.9293553829193115,1,0,N,0.5073816180229187
00160_H_A_N_C7,34,282,4.704999923706055,0.9310545921325684,1,0,N,0.5014896988868713
00160_H_A_N_C7,36,288,4.804999828338623,0.9294149875640869,1,0,N,0.49152347445487976
00160_H_A_N_C7,38,294,4.90500020980835,0.9290115237236023,1,0,N,0.4767378866672516
00160_H_A_N_C7,40,300,5.005000114440918,0.9315095543861389,1,0,N,0.45766958594322205
00160_H_A_N_C7,42,306,5.105000019073486,0.9316975474357605,1,0,N,0.4397895038127899
00160_H_A_N_C7,44,312,5.204999923706055,0.930557370185852,1,0,N,0.42403340339660645
00160_H_A_N_C7,46,318,5.304999828338623,0.9155051708221436,1,0,N,0.41149401664733887
00160_H_A_N_C7,48,324,5.40500020980835,0.8841944336891174,1,0,N,0.3981285095214844
00160_H_A_N_C7,50,330,5.50600004196167,0.8146678805351257,1,0,N,0.3886558413505554
00160_H_A_N_C7,52,336,5.605999946594238,0.6896371245384216,1,0,N,0.3831537067890167
00160_H_A_N_C7,54,342,5.705999851226807,0.5370128750801086,1,0,N,0.381536602973938
00160_H_A_N_C7,56,348,5.806000232696533,0.4397757053375244,0,0,N,0.3812519609928131
00160_H_A_N_C7,58,354,5.906000137329102,0.3925095498561859,0,0,N,0.38199523091316223
00160_H_A_N_C7,60,360,6.00600004196167,0.2581748068332672,0,0,N,0.3817095458507538
00160_H_A_N_C7,62,366,6.105999946594238,0.20163610577583313,0,0,N,0.3797299563884735
00160_H_A_N_C7,64,372,6.205999851226807,0.15855857729911804,0,0,N,0.37565210461616516
00160_H_A_N_C7,66,378,6.306000232696533,0.13779008388519287,0,0,N,0.3715671896934509
00160_H_A_N_C7,68,384,6.406000137329102,0.12859749794006348,0,0,N,0.36616626381874084
00160_H_A_N_C7,70,390,6.50600004196167,0.1334967166185379,0,0,N,0.3614148497581482
00160_H_A_N_C7,72,396,6.60699987411499,0.13540641963481903,0,0,N,0.35627856850624084
00160_H_A_N_C7,74,402,6.706999778747559,0.13899114727973938,0,0,N,0.35547390580177307
00160_H_A_N_C7,76,408,6.807000160217285,0.14274615049362183,0,0,N,0.3557271659374237
00160_H_A_N_C7,78,414,6.9070000648498535,0.15288294851779938,0,0,N,0.3555934429168701
00160_H_A_N_C7,80,420,7.006999969482422,0.15512758493423462,0,0,N,0.3557419776916504
00180_H_A_N_C7,0,180,3.003000020980835,0.2020222693681717,0,0,N,0.5785118341445923
00180_H_A_N_C7,2,186,3.1029999256134033,0.20239758491516113,0,0,N,0.5788465738296509
00180_H_A_N_C7,4,192,3.203000068664551,0.19041232764720917,0,0,N,0.5797394514083862
00180_H_A_N_C7,6,198,3.302999973297119,0.1904381662607193,0,0,N,0.5796531438827515
00180_H_A_N_C7,8,204,3.4030001163482666,0.18106600642204285,0,0,N,0.5810291767120361
00180_H_A_N_C7,10,210,3.503999948501587,0.20870980620384216,0,0,N,0.5801695585250854
00180_H_A_N_C7,12,216,3.6040000915527344,0.2985123097896576,0,0,N,0.5781142115592957
00180_H_A_N_C7,14,222,3.7039999961853027,0.31706440448760986,0,0,N,0.5773012042045593
00180_H_A_N_C7,16,228,3.803999900817871,0.27824866771698,0,0,N,0.5747631788253784
00180_H_A_N_C7,18,234,3.9040000438690186,0.24898448586463928,0,0,N,0.5674769282341003
00180_H_A_N_C7,20,240,4.004000186920166,0.2053845077753067,0,0,N,0.5560033917427063
00180_H_A_N_C7,22,246,4.104000091552734,0.18957781791687012,0,0,N,0.5495537519454956
00180_H_A_N_C7,24,252,4.203999996185303,0.1655450165271759,0,0,N,0.5490281581878662
00180_H_A_N_C7,26,258,4.303999900817871,0.17059573531150818,0,0,N,0.5511929988861084
00180_H_A_N_C7,28,264,4.4039998054504395,0.18139439821243286,0,0,N,0.5539892315864563
00180_H_A_N_C7,30,270,4.505000114440918,0.17457866668701172,0,0,N,0.5552831888198853
00180_H_A_N_C7,32,276,4.605000019073486,0.18255795538425446,0,0,N,0.5577384829521179
00180_H_A_N_C7,34,282,4.704999923706055,0.18515713512897491,0,0,N,0.5573941469192505
00180_H_A_N_C7,36,288,4.804999828338623,0.19439682364463806,0,0,N,0.5586786270141602
00180_H_A_N_C7,38,294,4.90500020980835,0.23585145175457,0,0,N,0.5619784593582153
00180_H_A_N_C7,40,300,5.005000114440918,0.33840060234069824,0,0,N,0.5658761858940125
00180_H_A_N_C7,42,306,5.105000019073486,0.47390666604042053,0,0,N,0.5680989623069763
00180_H_A_N_C7,44,312,5.204999923706055,0.6230292320251465,1,0,N,0.5677769780158997
00180_H_A_N_C7,46,318,5.304999828338623,0.5719197392463684,1,0,N,0.561897873878479
00180_H_A_N_C7,48,324,5.40500020980835,0.6238633990287781,1,0,N,0.5576005578041077
00180_H_A_N_C7,50,330,5.50600004196167,0.8067672252655029,1,0,N,0.5535627007484436
00180_H_A_N_C7,52,336,5.605999946594238,0.7740896344184875,1,0,N,0.5526870489120483
00180_H_A_N_C7,54,342,5.705999851226807,0.48326575756073,0,0,N,0.5537548661231995
00180_H_A_N_C7,56,348,5.806000232696533,0.4113611578941345,0,0,N,0.5595967769622803
00180_H_A_N_C7,58,354,5.906000137329102,0.3700976073741913,0,0,N,0.56960529088974
00180_H_A_N_C7,60,360,6.00600004196167,0.3276849091053009,0,0,N,0.5878096222877502
00180_H_A_N_C7,62,366,6.105999946594238,0.2740077078342438,0,0,N,0.6010233163833618
00180_H_A_N_C7,64,372,6.205999851226807,0.225918710231781,0,0,N,0.6072072386741638
00180_H_A_N_C7,66,378,6.306000232696533,0.20253309607505798,0,0,N,0.6049954891204834
00180_H_A_N_C7,68,384,6.406000137329102,0.19021937251091003,0,0,N,0.6005170941352844
00180_H_A_N_C7,70,390,6.50600004196167,0.1734056919813156,0,0,N,0.5950404405593872
00180_H_A_N_C7,72,396,6.60699987411499,0.15356269478797913,0,0,N,0.5936228632926941
00180_H_A_N_C7,74,402,6.706999778747559,0.14144466817378998,0,0,N,0.593220591545105
00180_H_A_N_C7,76,408,6.807000160217285,0.14763444662094116,0,0,N,0.5929574966430664
00180_H_A_N_C7,78,414,6.9070000648498535,0.14064595103263855,0,0,N,0.5918896198272705
00180_H_A_N_C7,80,420,7.006999969482422,0.1282660961151123,0,0,N,0.5891989469528198
00306_H_A_N_C5,0,180,3.003000020980835,0.599979817867279,1,0,N,0.35456767678260803
00306_H_A_N_C5,2,186,3.1029999256134033,0.6935113072395325,1,0,N,0.35742607712745667
00306_H_A_N_C5,4,192,3.203000068664551,0.6015267968177795,1,0,N,0.3607850670814514
00306_H_A_N_C5,6,198,3.302999973297119,0.38134968280792236,0,0,N,0.3654323220252991
00306_H_A_N_C5,8,204,3.4030001163482666,0.33657941222190857,0,0,N,0.36986514925956726
00306_H_A_N_C5,10,210,3.503999948501587,0.3074268102645874,0,0,N,0.37538155913352966
00306_H_A_N_C5,12,216,3.6040000915527344,0.332631379365921,0,0,N,0.37854111194610596
00306_H_A_N_C5,14,222,3.7039999961853027,0.33815303444862366,0,0,N,0.3774752616882324
00306_H_A_N_C5,16,228,3.803999900817871,0.32708197832107544,0,0,N,0.3784090578556061
00306_H_A_N_C5,18,234,3.9040000438690186,0.31126299500465393,0,0,N,0.37645021080970764
00306_H_A_N_C5,20,240,4.004000186920166,0.3065699636936188,0,0,N,0.3760693073272705
00306_H_A_N_C5,22,246,4.104000091552734,0.32753655314445496,0,0,N,0.3732544779777527
00306_H_A_N_C5,24,252,4.203999996185303,0.37351810932159424,0,0,N,0.37539222836494446
00306_H_A_N_C5,26,258,4.303999900817871,0.497171550989151,0,0,N,0.37652069330215454
00306_H_A_N_C5,28,264,4.4039998054504395,0.5599644184112549,1,0,N,0.3800191283226013
00306_H_A_N_C5,30,270,4.505000114440918,0.5893179178237915,1,0,N,0.37962791323661804
00306_H_A_N_C5,32,276,4.605000019073486,0.562415599822998,1,0,N,0.38079774379730225
00306_H_A_N_C5,34,282,4.704999923706055,0.49158450961112976,0,0,N,0.382429838180542
00306_H_A_N_C5,36,288,4.804999828338623,0.3794836699962616,0,0,N,0.3826645314693451
00306_H_A_N_C5,38,294,4.90500020980835,0.32843250036239624,0,0,N,0.38745149970054626
00306_H_A_N_C5,40,300,5.005000114440918,0.2790764272212982,0,0,N,0.39304259419441223
00306_H_A_N_C5,42,306,5.105000019073486,0.3206266760826111,0,0,N,0.39732852578163147
00306_H_A_N_C5,44,312,5.204999923706055,0.3296787142753601,0,0,N,0.3998374938964844
00306_H_A_N_C5,46,318,5.304999828338623,0.3246234059333801,0,0,N,0.3998222053050995
00306_H_A_N_C5,48,324,5.40500020980835,0.3356296718120575,0,0,N,0.3996632993221283
00306_H_A_N_C5,50,330,5.50600004196167,0.3130868375301361,0,0,N,0.3997797966003418
00306_H_A_N_C5,52,336,5.605999946594238,0.2896665632724762,0,0,N,0.4035200774669647
00306_H_A_N_C5,54,342,5.705999851226807,0.2076699435710907,0,0,N,0.4082255959510803
00306_H_A_N_C5,56,348,5.806000232696533,0.1724501997232437,0,0,N,0.41095539927482605
00306_H_A_N_C5,58,354,5.906000137329102,0.15313562750816345,0,0,N,0.414563924074173
00306_H_A_N_C5,60,360,6.00600004196167,0.15208202600479126,0,0,N,0.4180421531200409
00306_H_A_N_C5,62,366,6.105999946594238,0.1483476459980011,0,0,N,0.42071956396102905
00306_H_A_N_C5,64,372,6.205999851226807,0.14549191296100616,0,0,N,0.4209747314453125
00306_H_A_N_C5,66,378,6.306000232696533,0.1314048022031784,0,0,N,0.42227235436439514
00306_H_A_N_C5,68,384,6.406000137329102,0.12043646723031998,0,0,N,0.4217225909233093
00306_H_A_N_C5,70,390,6.50600004196167,0.11308769881725311,0,0,N,0.4216292202472687
00306_H_A_N_C5,72,396,6.60699987411499,0.11160586029291153,0,0,N,0.423734188079834
00306_H_A_N_C5,74,402,6.706999778747559,0.11268603801727295,0,0,N,0.42460328340530396
00306_H_A_N_C5,76,408,6.807000160217285,0.11204033344984055,0,0,N,0.4290377199649811
00306_H_A_N_C5,78,414,6.9070000648498535,0.12425599247217178,0,0,N,0.42929407954216003
00306_H_A_N_C5,80,420,7.006999969482422,0.11724903434515,0,0,N,0.42904382944107056
00346_H_A_N_C7,0,180,3.003000020980835,0.6146010160446167,1,0,N,0.4604041576385498
00346_H_A_N_C7,2,186,3.1029999256134033,0.7315676212310791,1,0,N,0.4658398926258087
